ATPex_fap,ATPex_srb,CO2ex_gen_fap,CO2ex_gen_srb,CO2ex_gen_syn,H2Sex_gen_srb,H2pool_gen_fap,H2pool_gen_srb,NH3_syn,NH3ex_gen_fap,NH3ex_gen_srb,O2expool_gen_fap,O2expool_gen_syn,PHB_fap,SO4ex_gen_srb,bm,bm_fap_srb_syn,hv_gen_fap,hv_gen_syn,polyglcex_gen_syn,dG
0.0,1.0,0.0,4.0,-4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-2.0,0.0,0.0,0.0,-32.0,0.0,-25.163781872702494
0.0,0.0,55500.0,0.0,-607084.0,520440.0,0.0,-2073140.0,-50000.0,-50000.0,-50052.0,0.0,542959.0,0.0,-520440.0,4000.0,0.0,-487500.0,-5497097.0,0.0,-13.06989279952763
0.0,0.0,140700.0,4581878.0,-5549954.0,2294171.0,0.0,0.0,-75000.0,-75000.0,-75078.0,-43050.0,5439404.0,0.0,-2294171.0,6000.0,0.0,-243525.0,-45489532.0,0.0,16.134136198295575
0.0,0.0,328300.0,0.0,-2258844.0,1729548.0,200900.0,-6888022.0,-175000.0,-175000.0,-175182.0,0.0,2000894.0,0.0,-1729548.0,14000.0,0.0,-1672825.0,-20613852.0,0.0,-14.128091489439258
0.0,0.0,388500.0,0.0,-4249588.0,3459096.0,0.0,-13776044.0,-350000.0,-350000.0,-350364.0,0.0,3800713.0,0.0,-3459096.0,28000.0,0.0,-3412500.0,-38479679.0,0.0,-15.020512117323898
0.0,0.0,0.0,14.0,-14.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,-5.0,0.0,0.0,0.0,-112.0,0.0,24.144613682859223
0.0,0.0,0.0,0.0,-34497.0,86002.0,0.0,-342392.0,0.0,0.0,-9385.0,0.0,34497.0,0.0,-86002.0,0.0,750.0,0.0,-275976.0,0.0,-72.24645831244403
0.0,2834.0,0.0,0.0,-34497.0,86002.0,0.0,-342392.0,0.0,0.0,-9385.0,0.0,34497.0,0.0,-86002.0,0.0,750.0,0.0,-275976.0,0.0,-81.14586797720784
0.0,0.0,62100.0,-90688.0,-798788.0,642672.0,7500.0,-2739136.0,-75000.0,-75000.0,-75080.0,0.0,727538.0,0.0,-642672.0,6000.0,0.0,-834825.0,-7126504.0,0.0,-21.87814441297227
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-937.1927773193593
0.0,0.0,984900.0,0.0,-6776532.0,4725424.0,0.0,-18811200.0,-525000.0,-525000.0,-525560.0,-301350.0,6002682.0,0.0,-4725424.0,42000.0,0.0,-1704675.0,-61841556.0,0.0,-18.069621168891928
0.0,0.0,140700.0,-90688.0,-877388.0,642672.0,0.0,-2739136.0,-75000.0,-75000.0,-75080.0,-43050.0,766838.0,0.0,-642672.0,6000.0,0.0,-243525.0,-8109004.0,0.0,-20.952819380591848
0.0,11499.0,0.0,0.0,-45996.0,130110.0,0.0,-518285.0,0.0,0.0,-12513.0,0.0,45996.0,0.0,-130110.0,0.0,1000.0,0.0,-367968.0,0.0,-83.49610496519374
0.0,0.0,140700.0,4581878.0,-5549954.0,2294171.0,86100.0,0.0,-75000.0,-75000.0,-75078.0,0.0,5439404.0,0.0,-2294171.0,6000.0,0.0,-716925.0,-45489532.0,0.0,16.04270013976629
0.0,0.0,20700.0,-91992.0,-204500.0,214224.0,2500.0,-1036570.0,-25000.0,-25000.0,-25026.0,0.0,180750.0,0.0,-214224.0,2000.0,0.0,-278275.0,-1881400.0,0.0,-24.887833611658515
0.0,0.0,144900.0,0.0,-2075444.0,1729548.0,17500.0,-6888022.0,-175000.0,-175000.0,-175182.0,0.0,1909194.0,0.0,-1729548.0,14000.0,0.0,-1947925.0,-18321352.0,0.0,-15.326434443375817
0.0,22998.0,46900.0,0.0,-322692.0,260220.0,28700.0,-1036570.0,-25000.0,-25000.0,-25026.0,0.0,285842.0,0.0,-260220.0,2000.0,0.0,-238975.0,-2944836.0,0.0,-23.93919359016752
0.0,45344.0,166500.0,0.0,-1821252.0,1376032.0,0.0,-5478272.0,-150000.0,-150000.0,-150160.0,0.0,1628877.0,0.0,-1376032.0,12000.0,0.0,-1462500.0,-16491291.0,0.0,-21.930140276198532
0.0,0.0,166500.0,9405600.0,-11226852.0,4709264.0,0.0,0.0,-150000.0,-150000.0,-150160.0,0.0,11034477.0,0.0,-4709264.0,12000.0,0.0,-1462500.0,-91736091.0,0.0,16.56676604427796
0.0,0.0,111000.0,6888022.0,-8102190.0,3448321.0,0.0,0.0,-100000.0,-100000.0,-100104.0,0.0,7973940.0,0.0,-3448321.0,8000.0,0.0,-975000.0,-66098370.0,0.0,17.809185417252294
0.0,0.0,0.0,0.0,-137988.0,328893.0,0.0,-1309108.0,0.0,0.0,-37539.0,0.0,137988.0,0.0,-328893.0,0.0,3000.0,0.0,-1103904.0,0.0,-77.24202387246584
0.0,0.0,62100.0,0.0,-889476.0,657786.0,7500.0,-2618216.0,-75000.0,-75000.0,-75078.0,0.0,818226.0,0.0,-657786.0,6000.0,0.0,-834825.0,-7852008.0,0.0,-19.764355312595697
0.0,0.0,166500.0,0.0,-1821252.0,1315572.0,0.0,-5236432.0,-150000.0,-150000.0,-150156.0,0.0,1628877.0,0.0,-1315572.0,12000.0,0.0,-1462500.0,-16491291.0,0.0,-19.35287646347719
0.0,0.0,166500.0,-181376.0,-1639876.0,1285344.0,0.0,-5478272.0,-150000.0,-150000.0,-150160.0,0.0,1447501.0,0.0,-1285344.0,12000.0,0.0,-1462500.0,-15040283.0,0.0,-21.3979667302236
0.0,0.0,140700.0,4702800.0,-5670876.0,2354632.0,86100.0,0.0,-75000.0,-75000.0,-75080.0,0.0,5560326.0,0.0,-2354632.0,6000.0,0.0,-716925.0,-46456908.0,0.0,16.40068771514934
0.0,0.0,20700.0,0.0,-296492.0,260220.0,2500.0,-1036570.0,-25000.0,-25000.0,-25026.0,0.0,272742.0,0.0,-260220.0,2000.0,0.0,-278275.0,-2617336.0,0.0,-13.330347844741418
0.0,0.0,1876.0,0.0,-5552.0,0.0,1148.0,0.0,0.0,-1000.0,0.0,0.0,4164.0,0.0,0.0,0.0,80.0,-9559.0,-56908.0,0.0,-161.5497683194318
0.0,22672.0,140700.0,0.0,-968076.0,688016.0,86100.0,-2739136.0,-75000.0,-75000.0,-75080.0,0.0,857526.0,0.0,-688016.0,6000.0,0.0,-716925.0,-8834508.0,0.0,-20.66701844762302
0.0,0.0,0.0,0.0,-45996.0,130110.0,0.0,-518285.0,0.0,0.0,-12513.0,0.0,45996.0,0.0,-130110.0,0.0,1000.0,0.0,-367968.0,0.0,-58.4395803871331
0.0,0.0,140700.0,0.0,-968076.0,688016.0,86100.0,-2739136.0,-75000.0,-75000.0,-75080.0,0.0,857526.0,0.0,-688016.0,6000.0,0.0,-716925.0,-8834508.0,0.0,-16.699920514658718
0.0,0.0,1165500.0,0.0,-12748764.0,9450848.0,0.0,-37622400.0,-1050000.0,-1050000.0,-1051120.0,0.0,11402139.0,0.0,-9450848.0,84000.0,0.0,-10237500.0,-115439037.0,0.0,-18.432375412193412
0.0,0.0,187600.0,6888022.0,-8178790.0,3448321.0,0.0,0.0,-100000.0,-100000.0,-100104.0,-57400.0,8031390.0,0.0,-3448321.0,8000.0,0.0,-324700.0,-66883520.0,0.0,17.73579362058723
0.0,45996.0,55500.0,0.0,-607084.0,520440.0,0.0,-2073140.0,-50000.0,-50000.0,-50052.0,0.0,542959.0,0.0,-520440.0,4000.0,0.0,-487500.0,-5497097.0,0.0,-25.324047912177413
0.0,0.0,46900.0,0.0,-322692.0,260220.0,28700.0,-1036570.0,-25000.0,-25000.0,-25026.0,0.0,285842.0,0.0,-260220.0,2000.0,0.0,-238975.0,-2944836.0,0.0,-12.287004150730114
0.0,0.0,0.0,6888022.0,-7255990.0,3448321.0,0.0,0.0,0.0,0.0,-100104.0,0.0,7255990.0,0.0,-3448321.0,0.0,8000.0,0.0,-58047920.0,0.0,16.44642439982933
0.0,0.0,166500.0,9163756.0,-10985008.0,4588342.0,0.0,0.0,-150000.0,-150000.0,-150156.0,0.0,10792633.0,0.0,-4588342.0,12000.0,0.0,-1462500.0,-89801339.0,0.0,16.20798963873084
0.0,0.0,4.0,0.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,0.0,-48.0,-233.0,0.0,19.06765110355784
0.0,0.0,828.0,0.0,-4504.0,0.0,100.0,0.0,0.0,-1000.0,0.0,0.0,3640.0,0.0,0.0,0.0,80.0,-11131.0,-43808.0,0.0,-199.68039468513817
0.0,0.0,62100.0,4702800.0,-5592276.0,2354632.0,7500.0,0.0,-75000.0,-75000.0,-75080.0,0.0,5521026.0,0.0,-2354632.0,6000.0,0.0,-834825.0,-45474408.0,0.0,16.648889404827994
0.0,0.0,62100.0,0.0,-889476.0,688016.0,7500.0,-2739136.0,-75000.0,-75000.0,-75080.0,0.0,818226.0,0.0,-688016.0,6000.0,0.0,-834825.0,-7852008.0,0.0,-18.12200889108116
0.0,0.0,140700.0,0.0,-968076.0,657786.0,0.0,-2618216.0,-75000.0,-75000.0,-75078.0,-43050.0,857526.0,0.0,-657786.0,6000.0,0.0,-243525.0,-8834508.0,0.0,-18.96942024804045
0.0,0.0,140700.0,-90688.0,-877388.0,642672.0,86100.0,-2739136.0,-75000.0,-75000.0,-75080.0,0.0,766838.0,0.0,-642672.0,6000.0,0.0,-716925.0,-8109004.0,0.0,-20.08575383687139
0.0,0.0,0.0,-45996.0,0.0,107112.0,0.0,-518285.0,0.0,0.0,-12513.0,0.0,0.0,0.0,-107112.0,0.0,1000.0,0.0,0.0,0.0,-115.29643285020285
0.0,0.0,1876.0,0.0,-5552.0,0.0,0.0,0.0,0.0,-1000.0,0.0,-574.0,4164.0,0.0,0.0,0.0,80.0,-3247.0,-56908.0,0.0,-177.108999986204
0.0,0.0,166500.0,0.0,-1821252.0,1376032.0,0.0,-5478272.0,-150000.0,-150000.0,-150160.0,0.0,1628877.0,0.0,-1376032.0,12000.0,0.0,-1462500.0,-16491291.0,0.0,-17.750311484960324
0.0,0.0,434700.0,0.0,-6226332.0,4725424.0,52500.0,-18811200.0,-525000.0,-525000.0,-525560.0,0.0,5727582.0,0.0,-4725424.0,42000.0,0.0,-5843775.0,-54964056.0,0.0,-18.820898485346078
0.0,0.0,46900.0,0.0,-322692.0,260220.0,0.0,-1036570.0,-25000.0,-25000.0,-25026.0,-14350.0,285842.0,0.0,-260220.0,2000.0,0.0,-81175.0,-2944836.0,0.0,-12.82285495682072
0.0,0.0,46900.0,-91992.0,-230700.0,214224.0,28700.0,-1036570.0,-25000.0,-25000.0,-25026.0,0.0,193850.0,0.0,-214224.0,2000.0,0.0,-238975.0,-2208900.0,0.0,-22.676787965655183
0.0,0.0,0.0,587850.0,-622347.0,294329.0,0.0,0.0,0.0,0.0,-9385.0,0.0,622347.0,0.0,-294329.0,0.0,750.0,0.0,-4978776.0,0.0,14.904880425685832
0.0,0.0,140700.0,4702800.0,-5670876.0,2354632.0,0.0,0.0,-75000.0,-75000.0,-75080.0,-43050.0,5560326.0,0.0,-2354632.0,6000.0,0.0,-243525.0,-46456908.0,0.0,16.492894199606862
0.0,0.0,0.0,2.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,-16.0,0.0,32.88652125407615
0.0,0.0,140700.0,0.0,-968076.0,657786.0,86100.0,-2618216.0,-75000.0,-75000.0,-75078.0,0.0,857526.0,0.0,-657786.0,6000.0,0.0,-716925.0,-8834508.0,0.0,-18.20720676536448
0.0,0.0,0.0,0.0,-321972.0,864774.0,0.0,-3444011.0,0.0,0.0,-87591.0,0.0,321972.0,0.0,-864774.0,0.0,7000.0,0.0,-2575776.0,0.0,-64.0573153323248
0.0,0.0,2220.0,0.0,-9572.0,0.0,0.0,0.0,0.0,-2000.0,0.0,0.0,7179.0,0.0,0.0,0.0,160.0,-19500.0,-98113.0,0.0,-187.39528783929194
