ATP,CO2,H2,NH3,O2,PHB,ac,bm,glyc,hv,dG
0.0,1.0,0.0,0.0,-0.125,1.75,-4.0,0.0,0.0,-15.875,7.85250681157459
0.0,0.827672553877301,-2.279743733184155,-1.0,-2.053654865606436,0.0,-2.2517648312421747,0.0799168864381043,0.0,0.0,-1651.5756370058689
0.0,2.6666666666666665,2.0,0.0,0.0,0.6666666666666666,0.0,0.0,-2.6666666666666665,-1.0,9.028137821647382
3.875,1.0,0.0,0.0,-1.0,0.0,-0.5,0.0,0.0,0.0,-1743.226030417081
0.0,0.827672553877301,-1.9744052851700895,-1.0,-1.3920882282426277,0.0,-1.2339700045286237,0.0799168864381043,-1.0177948267135513,0.0,-1839.3743685979032
0.0,0.827672553877301,0.0,-1.0,-0.0498681371373771,0.0,-0.5239351074882123,0.0799168864381043,-1.7278297237539626,-10.58206132289086,-924.1472165621117
0.0,0.827672553877301,0.8097711713151655,-1.0,-0.5088974133567756,0.0,-2.2517648312421747,0.0799168864381043,0.0,-15.852460108154188,-653.8379429173601
0.0,0.827672553877301,0.0,-1.0,-0.5088974133567756,0.8097711713151655,-3.871307173872506,0.0799168864381043,0.0,-21.925743893017927,-474.9268932588793
0.0,0.0,-0.8455739364394363,-1.0,-0.5088974133567756,0.0,-1.8379285543035244,0.0799168864381043,0.0,-17.28214656756973,-640.6472540111133
0.0,1.8755427688537252,1.1476064892511788,-1.0,0.0,0.0,0.0,0.0799168864381043,-2.775699938730387,-9.558805508937372,-832.6938620257109
0.0,0.179226937318522,-1.3968672580516264,-1.0,0.0,0.0,0.0,0.0799168864381043,-1.927542022962785,-12.626654945523322,-786.1272652193018
0.0,12.666666666666666,0.0,0.0,-1.0,5.666666666666667,0.0,0.0,-17.666666666666668,0.0,42.45302282000813
3.75,1.0,0.0,0.0,-0.75,0.0,0.0,0.0,-0.5,0.0,-1779.2181688451303
0.0,1.0,0.0,0.0,-0.25,1.5,-3.5,0.0,0.0,-11.75,6.775137081020568
0.0,-0.5923972402035217,-5.536897626468472,-1.0,-1.7532646048109966,0.0,-0.5239351074882123,0.0799168864381043,-1.0177948267135513,0.0,-1297.0942180679524
0.0,2.101482415277359,0.0,-1.0,-1.6786954470576407,0.0,-1.8708749352286524,0.0799168864381043,-1.0177948267135513,0.0,-1815.7519919800884
