M_SO4ex_gen,M_H2Sex_gen,M_ATPex_srb,M_CO2ex_gen,M_H2pool_gen,M_ATPex_fap,M_hv_gen,M_glycpool_gen,M_O2expool_gen,M_PHB_fap,M_polyglcex_gen,M_NH3_syn,M_ATPex_syn,M_glyox_syn,M_H2ex_gen,M_ac_pool,M_bm_fap_srb_syn,objective
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.000000000000000000e+00,-3.800000000000000000e+01,0.000000000000000000e+00,-5.700000000000000000e+01,-2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.999503666100000000e+10,-4.996362206800000000e+10,-3.293443400000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.912336764000000000e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.185394004000000000e+09,1.528280000000000000e+08,0.000000000000000000e+00
-3.300000000000000000e+01,3.300000000000000000e+01,2.400000000000000000e+01,1.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-4.800000000000000000e+01,-1.760000000000000000e+02,0.000000000000000000e+00,4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+02,0.000000000000000000e+00,-1.078000000000000000e+03,-6.600000000000000000e+01,1.230000000000000000e+02,0.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.700000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.200000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.745596880000000000e+09,3.745596880000000000e+09,2.809197660000000000e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.108522020311000000e+12,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.699518099200000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.598909272320000000e+11,6.952384000000000000e+09,0.000000000000000000e+00
-1.928016000000000000e+07,1.928016000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.603224640000000000e+08,-3.013047400000000000e+07,5.343160700000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,-2.252340000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.599083400000000000e+07,1.800000000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.629680000000000000e+06,5.390220000000000000e+06,0.000000000000000000e+00,-2.361081000000000000e+06,-7.905656000000000000e+06,0.000000000000000000e+00,1.976414000000000000e+06,0.000000000000000000e+00,-7.507800000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+03,0.000000000000000000e+00
-1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,-3.430000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.606360448000000000e+09,0.000000000000000000e+00,-1.385285574050000000e+11,-2.396322606000000000e+10,8.055710131000000000e+09,0.000000000000000000e+00,0.000000000000000000e+00,-1.303817061000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.041970000000000000e+09,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.240000000000000000e+02,0.000000000000000000e+00,-6.270000000000000000e+02,0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.400000000000000000e+01,0.000000000000000000e+00,-4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.400000000000000000e+01,6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.605060000000000000e+05,3.605060000000000000e+05,1.802530000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.234012400000000000e+07,-1.887382000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.126170000000000000e+06,0.000000000000000000e+00,1.567728000000000000e+06,0.000000000000000000e+00,-1.750166000000000000e+06,9.000000000000000000e+04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.673560000000000000e+05,5.390220000000000000e+05,0.000000000000000000e+00,-9.667010000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.502600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.796740000000000000e+05,2.000000000000000000e+03,0.000000000000000000e+00
-1.283689500000000000e+07,1.283689500000000000e+07,0.000000000000000000e+00,1.873061800000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,-2.528622520000000000e+08,1.233474400000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.009360000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.825861300000000000e+07,7.200000000000000000e+05,0.000000000000000000e+00
-1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.350000000000000000e+02,0.000000000000000000e+00,4.200000000000000000e+01,2.400000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.285344000000000000e+06,1.285344000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.855891200000000000e+07,-9.121816000000000000e+06,8.258893000000000000e+06,2.280454000000000000e+06,0.000000000000000000e+00,-1.501560000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.284932000000000000e+06,1.200000000000000000e+04,0.000000000000000000e+00
-6.000000000000000000e+01,6.000000000000000000e+01,4.500000000000000000e+01,1.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-9.600000000000000000e+01,-8.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00,-3.430000000000000000e+02,0.000000000000000000e+00,4.200000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,-2.870000000000000000e+02,1.400000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.006225000000000000e+06,3.006225000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.903624961000000000e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.884948900000000000e+07,-9.775155600000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,4.809960000000000000e+06,-2.962088430000000000e+08,7.812000000000000000e+06,0.000000000000000000e+00
-8.557930000000000000e+06,8.557930000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.965673910000000000e+08,1.446670200000000000e+07,9.365309000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-6.006240000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.550574200000000000e+07,4.800000000000000000e+05,0.000000000000000000e+00
-2.087113670950000000e+11,2.087113670950000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,-1.455411662450000000e+12,0.000000000000000000e+00,-8.380330305900000000e+12,-7.502565313750000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,1.710271491000000000e+11,-7.530464922030000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.146870566663000000e+12,6.018113100000000000e+10,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.361770000000000000e+05,0.000000000000000000e+00,-2.396850000000000000e+05,-3.617900000000000000e+05,-2.201760000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-1.876950000000000000e+05,0.000000000000000000e+00,1.682000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+04,0.000000000000000000e+00
-1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.150000000000000000e+02,1.400000000000000000e+01,2.100000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.500000000000000000e+01,0.000000000000000000e+00,-3.200000000000000000e+01,-2.400000000000000000e+01,0.000000000000000000e+00,1.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.150068400000000000e+07,1.150068400000000000e+07,5.750342000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.163458390000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.309672000000000000e+06,0.000000000000000000e+00,2.219970800000000000e+07,0.000000000000000000e+00,-3.931022000000000000e+07,7.440000000000000000e+05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.066000000000000000e+03,5.200000000000000000e+01,5.000000000000000000e+00,6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.404980000000000000e+06,2.404980000000000000e+06,1.803735000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.104258512000000000e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.253588800000000000e+07,-5.585803200000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.702707360000000000e+08,4.464000000000000000e+06,0.000000000000000000e+00
-1.035263642000000000e+09,1.035263642000000000e+09,5.176318210000000000e+08,0.000000000000000000e+00,-1.427473995200000000e+10,0.000000000000000000e+00,-6.547435018400000000e+10,-1.165383531400000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.826745278000000000e+09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.569091874000000000e+09,7.054060000000000000e+08,0.000000000000000000e+00
-1.537793000000000000e+07,1.537793000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,2.460468800000000000e+07,0.000000000000000000e+00,-1.592829049000000000e+09,7.769897800000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.887577800000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.675291660000000000e+08,3.906000000000000000e+06,0.000000000000000000e+00
-2.039601370854355000e+15,2.039601370854355000e+15,0.000000000000000000e+00,0.000000000000000000e+00,-2.803077154099420000e+16,0.000000000000000000e+00,-1.285695261681888960e+17,-2.288419938727752400e+16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.748819974688882800e+16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.257862290893116000e+15,1.397602473179000000e+15,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-1.200000000000000000e+02,-1.000000000000000000e+00,1.200000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.543642000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.050507000000000000e+06,-5.059320000000000000e+05,1.218880000000000000e+05,0.000000000000000000e+00,-5.630850000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+04,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.188051000000000000e+06,-1.753640000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.005200000000000000e+04,0.000000000000000000e+00,8.337200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+03,0.000000000000000000e+00
-4.070256000000000000e+06,4.070256000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,-1.693507000000000000e+07,0.000000000000000000e+00,-1.966329000000000000e+06,-1.011912000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.754940000000000000e+05,0.000000000000000000e+00,1.379880000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,3.800000000000000000e+04,0.000000000000000000e+00
-1.075793000000000000e+07,1.075793000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,-1.873061800000000000e+07,0.000000000000000000e+00,-4.425089410000000000e+08,2.158580200000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.576638000000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.056328200000000000e+07,1.260000000000000000e+06,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.520000000000000000e+02,2.400000000000000000e+02,0.000000000000000000e+00,-1.710000000000000000e+02,-8.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.568915000000000000e+06,0.000000000000000000e+00,-1.574054000000000000e+06,-1.082354000000000000e+06,0.000000000000000000e+00,4.951810000000000000e+05,0.000000000000000000e+00,-5.005200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+03,0.000000000000000000e+00
-4.000000000000000000e+01,4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-2.090000000000000000e+02,0.000000000000000000e+00,-1.148000000000000000e+03,5.600000000000000000e+01,0.000000000000000000e+00,1.050000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.660000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-9.840020000000000000e+05,0.000000000000000000e+00,-1.478717100000000000e+07,-1.184417000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,3.017790000000000000e+05,-1.163709000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.859734000000000000e+06,9.300000000000000000e+04,0.000000000000000000e+00
-1.071120000000000000e+05,1.071120000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,-5.182850000000000000e+05,6.899400000000000000e+05,-1.126902000000000000e+06,-9.199200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.299800000000000000e+04,-1.251300000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.028410100000000000e+07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.351404000000000000e+06,0.000000000000000000e+00,5.633972000000000000e+06,1.150068400000000000e+07,-8.117756000000000000e+06,1.080000000000000000e+05,0.000000000000000000e+00
-8.267129095200000000e+10,8.267129095200000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,-4.000232469850000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,-4.715755998600000000e+10,-1.163542413600000000e+10,2.803180224000000000e+09,0.000000000000000000e+00,-2.260762500300000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.806731000000000000e+09,0.000000000000000000e+00
-2.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.200000000000000000e+01,2.170000000000000000e+02,-7.980000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00,-5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.560210000000000000e+05,-4.599600000000000000e+04,8.983700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,-2.502600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,1.379880000000000000e+05,0.000000000000000000e+00,2.000000000000000000e+03,0.000000000000000000e+00
-3.672260000000000000e+05,3.672260000000000000e+05,1.836130000000000000e+05,0.000000000000000000e+00,-7.411720000000000000e+05,0.000000000000000000e+00,-7.446708000000000000e+06,-3.820700000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.753900000000000000e+05,0.000000000000000000e+00,5.225760000000000000e+05,0.000000000000000000e+00,-8.304460000000000000e+05,3.000000000000000000e+04,0.000000000000000000e+00
-1.663984920000000000e+10,1.663984920000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,-1.001971021640000000e+11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.772965265700000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,-1.057711377000000000e+10,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.943997942000000000e+10,8.452900000000000000e+08,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.023135100000000000e+07,-5.979480000000000000e+05,6.159290000000000000e+05,6.899400000000000000e+05,0.000000000000000000e+00,-3.253380000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.379880000000000000e+06,2.600000000000000000e+04,0.000000000000000000e+00
-3.720000000000000000e+02,3.720000000000000000e+02,2.790000000000000000e+02,6.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,-4.264000000000000000e+03,2.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
